"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","log_credit_amount"
"no checking",24,"existing paid","radio/tv",3235,"500<=X<1000",">=7",3,"male div/sep","none",2,"car",26,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",8.081784206935
">=200",12,"critical/other existing credit","new car",939,"500<=X<1000","4<=X<7",4,"male mar/wid","none",2,"real estate",28,"none","own",3,"skilled",1,"yes","yes","bad",6.84481547920826
"0<=X<200",24,"existing paid","radio/tv",1967,"<100",">=7",4,"female div/dep/mar","none",4,"car",20,"none","own",1,"skilled",1,"yes","yes","good",7.58426481838906
"no checking",33,"critical/other existing credit","used car",7253,"<100","4<=X<7",3,"male single","none",2,"car",35,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good",8.88917045536341
"no checking",12,"critical/other existing credit","business",2292,"<100","unemployed",4,"male single","none",2,"car",42,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad",7.73718007783463
"no checking",10,"existing paid","new car",1597,"500<=X<1000","1<=X<4",3,"male single","none",2,"no known property",40,"none","rent",1,"unskilled resident",2,"none","no","good",7.37588214821501
"<0",24,"existing paid","new car",1381,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",35,"none","own",1,"skilled",1,"none","yes","bad",7.23056315340929
"no checking",36,"critical/other existing credit","used car",5842,"<100",">=7",2,"male single","none",2,"life insurance",35,"none","own",2,"skilled",2,"yes","yes","good",8.67282848294769
"<0",12,"existing paid","new car",2579,"<100","<1",4,"male single","none",1,"real estate",33,"none","own",1,"unskilled resident",2,"none","yes","bad",7.85515700588134
"<0",18,"delayed previously","education",8471,"no known savings","1<=X<4",1,"female div/dep/mar","none",2,"car",23,"none","rent",2,"skilled",1,"yes","yes","good",9.04440384443155
"no checking",21,"existing paid","new car",2782,"500<=X<1000","4<=X<7",1,"female div/dep/mar","none",2,"car",31,"bank","own",1,"high qualif/self emp/mgmt",1,"none","yes","good",7.93092537248339
"0<=X<200",18,"existing paid","new car",1042,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",33,"none","own",1,"skilled",1,"none","yes","bad",6.94889722231331
"no checking",15,"existing paid","new car",3186,">=1000","4<=X<7",2,"female div/dep/mar","none",3,"car",20,"none","rent",1,"skilled",1,"none","yes","good",8.06652149046999
"0<=X<200",12,"existing paid","used car",2028,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","good",7.61480536471107
"0<=X<200",12,"critical/other existing credit","new car",958,"<100","4<=X<7",2,"male single","none",3,"real estate",47,"none","own",2,"unskilled resident",2,"none","yes","good",6.86484777797086
"no checking",21,"delayed previously","furniture/equipment",1591,"100<=X<500","4<=X<7",4,"male single","none",3,"real estate",34,"none","own",2,"high qualif/self emp/mgmt",1,"none","yes","good",7.37211802833779
"0<=X<200",12,"existing paid","furniture/equipment",2762,"no known savings",">=7",1,"female div/dep/mar","none",2,"life insurance",25,"bank","own",1,"skilled",1,"yes","yes","bad",7.92371033396924
"0<=X<200",18,"existing paid","used car",2779,"<100","1<=X<4",1,"male mar/wid","none",3,"car",21,"none","rent",1,"skilled",1,"yes","yes","good",7.9298464297425
"no checking",28,"critical/other existing credit","radio/tv",2743,"<100",">=7",4,"male single","none",2,"car",29,"none","own",2,"skilled",1,"none","yes","good",7.9168074909376
"no checking",18,"critical/other existing credit","radio/tv",1149,">=1000","1<=X<4",4,"male single","none",3,"real estate",46,"none","own",2,"skilled",1,"none","yes","good",7.04664727784876
"no checking",9,"existing paid","furniture/equipment",1313,"<100",">=7",1,"male single","none",4,"car",20,"none","own",1,"skilled",1,"none","yes","good",7.1800698743028
"<0",18,"critical/other existing credit","other",1190,"<100","unemployed",2,"female div/dep/mar","none",4,"no known property",55,"none","for free",3,"unemp/unskilled non res",2,"none","yes","bad",7.08170858610557
"no checking",5,"existing paid","business",3448,"<100","4<=X<7",1,"male single","none",4,"real estate",74,"none","own",1,"unskilled resident",1,"none","yes","good",8.14554963178358
"0<=X<200",24,"existing paid","other",11328,"<100","1<=X<4",2,"male single","co applicant",3,"car",29,"bank","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad",9.3350328159335
"<0",6,"critical/other existing credit","furniture/equipment",1872,"<100","unemployed",4,"male single","none",4,"no known property",36,"none","for free",3,"high qualif/self emp/mgmt",1,"yes","yes","good",7.53476265703754
"no checking",24,"critical/other existing credit","other",2058,"<100","1<=X<4",4,"male div/sep","none",2,"real estate",33,"none","own",2,"skilled",1,"yes","yes","good",7.62948991639399
"<0",9,"existing paid","furniture/equipment",2136,"<100","1<=X<4",3,"male single","none",2,"real estate",25,"none","own",1,"skilled",1,"none","yes","good",7.66669020008009
"0<=X<200",12,"existing paid","radio/tv",1484,"no known savings","1<=X<4",2,"male mar/wid","none",1,"real estate",25,"none","own",1,"skilled",1,"yes","yes","bad",7.30249642372733
"no checking",6,"existing paid","other",660,"500<=X<1000","4<=X<7",2,"male mar/wid","none",4,"real estate",23,"none","rent",1,"unskilled resident",1,"none","yes","good",6.49223983502047
"no checking",24,"critical/other existing credit","new car",1287,">=1000",">=7",4,"female div/dep/mar","none",4,"real estate",37,"none","own",2,"skilled",1,"yes","yes","good",7.16006920759613
"<0",42,"critical/other existing credit","other",3394,"<100","unemployed",4,"male single","co applicant",4,"car",65,"none","own",2,"unemp/unskilled non res",1,"none","yes","good",8.12976444579417
">=200",12,"all paid","business",609,"<100","<1",4,"female div/dep/mar","none",1,"real estate",26,"none","own",1,"unemp/unskilled non res",1,"none","yes","bad",6.4118182677099
"no checking",12,"existing paid","new car",1884,"<100",">=7",4,"male single","none",4,"car",39,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.54115245513631
"<0",12,"existing paid","furniture/equipment",1620,"<100","1<=X<4",2,"female div/dep/mar","co applicant",3,"life insurance",30,"none","own",1,"skilled",1,"none","yes","good",7.39018142822643
"0<=X<200",20,"delayed previously","other",2629,"<100","1<=X<4",2,"male single","none",3,"car",29,"bank","own",2,"skilled",1,"yes","yes","good",7.87435882472988
"no checking",12,"existing paid","education",719,"<100",">=7",4,"male single","none",4,"car",41,"bank","own",1,"unskilled resident",2,"none","yes","bad",6.57786135772105
"0<=X<200",48,"critical/other existing credit","furniture/equipment",5096,"<100","1<=X<4",2,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad",8.536211197252
"no checking",9,"critical/other existing credit","education",1244,"no known savings",">=7",4,"female div/dep/mar","none",4,"life insurance",41,"none","rent",2,"unskilled resident",1,"none","yes","good",7.12608727329912
"<0",36,"existing paid","new car",1842,"<100","<1",4,"female div/dep/mar","none",4,"car",34,"none","own",1,"skilled",1,"yes","yes","bad",7.51860721681525
"0<=X<200",7,"existing paid","radio/tv",2576,"<100","1<=X<4",2,"male single","guarantor",2,"real estate",35,"none","own",1,"skilled",1,"none","yes","good",7.85399308722424
">=200",12,"existing paid","furniture/equipment",1424,"no known savings",">=7",3,"female div/dep/mar","none",4,"real estate",55,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.26122509197192
"0<=X<200",15,"delayed previously","other",1512,">=1000","1<=X<4",3,"male mar/wid","none",3,"life insurance",61,"stores","own",2,"skilled",1,"none","yes","bad",7.32118855673948
"no checking",36,"critical/other existing credit","used car",11054,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",9.31054763239321
"no checking",6,"existing paid","radio/tv",518,"<100","1<=X<4",3,"female div/dep/mar","none",1,"real estate",29,"none","own",1,"skilled",1,"none","yes","good",6.24997524225948
"no checking",12,"no credits/all paid","furniture/equipment",2759,"<100",">=7",2,"male single","none",4,"life insurance",34,"none","own",2,"skilled",1,"none","yes","good",7.92262357421729
"no checking",24,"existing paid","used car",2670,"<100",">=7",4,"male single","none",4,"car",35,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.8898337513943
"<0",24,"existing paid","new car",4817,"<100","4<=X<7",2,"male single","co applicant",3,"life insurance",31,"none","own",1,"skilled",1,"yes","yes","bad",8.47990660663022
"no checking",24,"existing paid","used car",2679,"<100","<1",4,"female div/dep/mar","none",1,"no known property",29,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.89319886954461
"<0",11,"critical/other existing credit","new car",3905,"<100","1<=X<4",2,"male single","none",2,"real estate",36,"none","rent",2,"skilled",2,"none","yes","good",8.27001306227379
"<0",12,"existing paid","used car",3386,"<100",">=7",3,"male single","none",4,"no known property",35,"none","for free",1,"skilled",1,"yes","yes","bad",8.12740456269308
"<0",6,"existing paid","other",343,"<100","<1",4,"female div/dep/mar","none",1,"real estate",27,"none","own",1,"skilled",1,"none","yes","good",5.83773044716594
"no checking",18,"existing paid","radio/tv",4594,"<100","<1",3,"male single","none",2,"car",32,"none","own",1,"skilled",1,"yes","yes","good",8.43250638324904
"<0",36,"existing paid","furniture/equipment",3620,"<100","1<=X<4",1,"male single","guarantor",2,"life insurance",37,"none","own",1,"skilled",2,"none","yes","good",8.19422930481982
"<0",15,"existing paid","new car",1721,"<100","<1",2,"male single","none",3,"real estate",36,"none","own",1,"skilled",1,"none","yes","good",7.45066079621154
"0<=X<200",12,"existing paid","furniture/equipment",3017,"<100","<1",3,"female div/dep/mar","none",1,"real estate",34,"none","rent",1,"high qualif/self emp/mgmt",1,"none","yes","good",8.01201823915906
"0<=X<200",12,"existing paid","education",754,"no known savings",">=7",4,"male single","none",4,"life insurance",38,"none","own",2,"skilled",1,"none","yes","good",6.62539236800796
"no checking",18,"existing paid","business",1950,"<100","4<=X<7",4,"male single","none",1,"car",34,"stores","own",2,"skilled",1,"yes","yes","good",7.57558465155779
"<0",24,"existing paid","used car",2924,"<100","1<=X<4",3,"male single","guarantor",4,"no known property",63,"bank","own",1,"skilled",2,"yes","yes","good",7.98070782086967
"<0",24,"delayed previously","radio/tv",1659,"<100","<1",4,"female div/dep/mar","none",2,"car",29,"none","rent",1,"unskilled resident",1,"yes","yes","bad",7.41397029019044
"no checking",48,"delayed previously","radio/tv",7238,"no known savings",">=7",3,"male single","none",3,"car",32,"bank","own",2,"skilled",2,"none","yes","good",8.88710020412369
"no checking",33,"delayed previously","business",2764,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",26,"none","own",2,"skilled",1,"yes","yes","good",7.92443418488756
"no checking",24,"delayed previously","used car",4679,"<100","4<=X<7",3,"male single","none",3,"car",35,"none","own",2,"unskilled resident",1,"yes","yes","good",8.45083969086622
"0<=X<200",24,"existing paid","radio/tv",3092,"100<=X<500","<1",3,"male mar/wid","none",2,"car",22,"none","rent",1,"skilled",1,"yes","yes","bad",8.03657340970731
"<0",6,"existing paid","education",448,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"none","yes","bad",6.10479323241498
"<0",9,"existing paid","new car",654,"<100","1<=X<4",4,"male single","none",3,"car",28,"none","own",1,"unskilled resident",1,"none","yes","bad",6.4831073514572
"no checking",6,"existing paid","education",1238,"no known savings","unemployed",4,"male single","none",4,"life insurance",36,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good",7.12125245324454
"0<=X<200",18,"critical/other existing credit","radio/tv",1245,"<100","1<=X<4",4,"male mar/wid","none",2,"car",33,"none","own",1,"skilled",1,"none","yes","bad",7.12689080889881
"<0",18,"no credits/all paid","furniture/equipment",3114,"<100","<1",1,"female div/dep/mar","none",4,"life insurance",26,"none","rent",1,"skilled",1,"none","yes","bad",8.04366335239394
"no checking",39,"existing paid","used car",2569,"500<=X<1000","1<=X<4",4,"male single","none",4,"car",24,"none","own",1,"skilled",1,"none","yes","good",7.85127199710988
">=200",24,"existing paid","radio/tv",5152,"<100","4<=X<7",4,"male single","none",2,"car",25,"bank","own",1,"skilled",1,"none","yes","good",8.54714026778419
"0<=X<200",12,"existing paid","business",1037,"100<=X<500","4<=X<7",3,"male single","none",4,"real estate",39,"none","own",1,"unskilled resident",1,"none","yes","good",6.94408720822953
"<0",15,"critical/other existing credit","furniture/equipment",1478,"<100",">=7",4,"male single","none",4,"car",44,"none","own",2,"skilled",2,"yes","yes","good",7.29844510150815
"0<=X<200",12,"critical/other existing credit","radio/tv",3573,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",23,"none","own",1,"unskilled resident",1,"none","yes","good",8.18116085802341
"0<=X<200",24,"existing paid","new car",1201,"<100","<1",4,"male single","none",1,"life insurance",26,"none","own",1,"skilled",1,"none","yes","good",7.09090982207998
"<0",30,"existing paid","furniture/equipment",3622,">=1000",">=7",4,"female div/dep/mar","none",4,"life insurance",57,"none","rent",2,"skilled",1,"yes","yes","good",8.19478163844336
"no checking",15,"delayed previously","furniture/equipment",960,">=1000","4<=X<7",3,"female div/dep/mar","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good",6.86693328446188
"no checking",12,"critical/other existing credit","new car",1163,"500<=X<1000","1<=X<4",4,"male single","none",4,"real estate",44,"none","own",1,"skilled",1,"yes","yes","good",7.05875815251866
"0<=X<200",6,"delayed previously","new car",1209,"<100","unemployed",4,"male single","none",4,"life insurance",47,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad",7.09754885061479
"no checking",12,"existing paid","radio/tv",3077,"<100","1<=X<4",2,"male single","none",4,"car",52,"none","own",1,"skilled",1,"yes","yes","good",8.03171037532204
"no checking",24,"existing paid","new car",3757,"<100",">=7",4,"female div/dep/mar","co applicant",4,"no known property",62,"none","for free",1,"skilled",1,"yes","yes","good",8.23137604557397
"no checking",10,"existing paid","new car",1418,"100<=X<500","1<=X<4",3,"male single","none",2,"real estate",35,"none","rent",1,"unskilled resident",1,"none","no","good",7.25700270709207
"no checking",6,"existing paid","new car",3518,"<100","1<=X<4",2,"male single","guarantor",3,"life insurance",26,"none","rent",1,"skilled",1,"none","yes","good",8.1656479252975
"no checking",12,"critical/other existing credit","radio/tv",1934,"<100",">=7",2,"male single","none",2,"no known property",26,"none","own",2,"skilled",1,"none","yes","good",7.56734567601324
